"","sample_id","sample_type","surface_or_deep","sample_type_depth","sample_number","site_name","mountain_range","latitude","longitude","elevation","notes","depth_start","depth_end","measured_temperature","temperature_type","Tann","Tmin","Tmax","MAP","climate_data_source","Tann_snotel","Tmin_snotel","Tmax_snotel","MAP_snotel"
"MAWC.MP1A","MAWC.MP1A","peat","surface","peat_surface",222,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",3,5,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP1B","MAWC.MP1B","peat","deep","peat_deep",223,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",19,21,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP2A","MAWC.MP2A","peat","surface","peat_surface",224,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",3,5,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP2B","MAWC.MP2B","peat","deep","peat_deep",225,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",5,7,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP3A","MAWC.MP3A","peat","surface","peat_surface",226,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",3,5,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP3B","MAWC.MP3B","peat","deep","peat_deep",227,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",17,19,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP4A","MAWC.MP4A","peat","surface","peat_surface",228,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",3,5,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.MP4B","MAWC.MP4B","peat","deep","peat_deep",229,"Medicine Bow Pass fen",NA,41.323336,-106.32557,3196,"",5,7,10,"system water temperature",-0.5,-6.4,5.4,1160.76,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF1A","MAWC.NF1A","peat","surface","peat_surface",230,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",3,5,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF1B","MAWC.NF1B","peat","deep","peat_deep",231,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",13,15,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF2A","MAWC.NF2A","peat","surface","peat_surface",232,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",3,5,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF2B","MAWC.NF2B","peat","deep","peat_deep",233,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",12,14,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF3A","MAWC.NF3A","peat","surface","peat_surface",234,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",3,5,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF3B","MAWC.NF3B","peat","deep","peat_deep",235,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",13,15,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF4A","MAWC.NF4A","peat","surface","peat_surface",236,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",3,5,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.NF4B","MAWC.NF4B","peat","deep","peat_deep",237,"North Fork Rock Creek",NA,41.459646,-106.23214,2965,"",10,12,6.39,"system water temperature",0.9,-5.1,6.9,957.82,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC1A","MAWC.PC1A","peat","surface","peat_surface",238,"Pole Creek",NA,44.169988,-106.91243,2353,"",3,5,13.64,"system water temperature",3.4,-2.7,9.4,504.93,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC1B","MAWC.PC1B","peat","deep","peat_deep",239,"Pole Creek",NA,44.169988,-106.91243,2353,"",20,22,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC2A","MAWC.PC2A","peat","surface","peat_surface",240,"Pole Creek",NA,44.169988,-106.91243,2353,"",3,5,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC2B","MAWC.PC2B","peat","deep","peat_deep",241,"Pole Creek",NA,44.169988,-106.91243,2353,"",20,22,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC3A","MAWC.PC3A","peat","surface","peat_surface",242,"Pole Creek",NA,44.169988,-106.91243,2353,"",3,5,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC3B","MAWC.PC3B","peat","deep","peat_deep",243,"Pole Creek",NA,44.169988,-106.91243,2353,"",20,22,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC4A","MAWC.PC4A","peat","surface","peat_surface",244,"Pole Creek",NA,44.169988,-106.91243,2353,"",3,5,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.PC4B","MAWC.PC4B","peat","deep","peat_deep",245,"Pole Creek",NA,44.169988,-106.91243,2353,"",14,16,13.64,"system water temperature",3.4,-2.7,9,505,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC1A","MAWC.RC1A","peat","surface","peat_surface",246,"Ranger Creek",NA,44.611622,-107.266,2507,"",3,5,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC1B","MAWC.RC1B","peat","deep","peat_deep",247,"Ranger Creek",NA,44.611622,-107.266,2507,"",6,8,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC2A","MAWC.RC2A","peat","surface","peat_surface",248,"Ranger Creek",NA,44.611622,-107.266,2507,"",3,5,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC2B","MAWC.RC2B","peat","deep","peat_deep",249,"Ranger Creek",NA,44.611622,-107.266,2507,"",10,12,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC3A","MAWC.RC3A","peat","surface","peat_surface",250,"Ranger Creek",NA,44.611622,-107.266,2507,"",3,5,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC3B","MAWC.RC3B","peat","deep","peat_deep",251,"Ranger Creek",NA,44.611622,-107.266,2507,"",15,17,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC4A","MAWC.RC4A","peat","surface","peat_surface",252,"Ranger Creek",NA,44.611622,-107.266,2507,"",3,5,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RC4B","MAWC.RC4B","peat","deep","peat_deep",253,"Ranger Creek",NA,44.611622,-107.266,2507,"",52,54,10.83,"system water temperature",2.1,-3.9,8,660,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM1A","MAWC.RM1A","peat","surface","peat_surface",254,"Red Mountain",NA,37.902285,-107.70918,3355,"",3,5,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM1B","MAWC.RM1B","peat","deep","peat_deep",255,"Red Mountain",NA,37.902285,-107.70918,3355,"",18,20,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM2A","MAWC.RM2A","peat","surface","peat_surface",256,"Red Mountain",NA,37.902285,-107.70918,3355,"",3,5,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM2B","MAWC.RM2B","peat","deep","peat_deep",257,"Red Mountain",NA,37.902285,-107.70918,3355,"",12,14,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM3A","MAWC.RM3A","peat","surface","peat_surface",258,"Red Mountain",NA,37.902285,-107.70918,3355,"",3,5,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM3B","MAWC.RM3B","peat","deep","peat_deep",259,"Red Mountain",NA,37.902285,-107.70918,3355,"",23,25,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM4A","MAWC.RM4A","peat","surface","peat_surface",260,"Red Mountain",NA,37.902285,-107.70918,3355,"",3,5,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RM4B","MAWC.RM4B","peat","deep","peat_deep",261,"Red Mountain",NA,37.902285,-107.70918,3355,"",29,31,10.92,"system water temperature",1.5,-5.3,8,1037,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RR2A","MAWC.RR2A","peat","surface","peat_surface",262,"Rob Roy Reservoir",NA,41.229141,-106.2694,2916,"",3,5,11.88,"system water temperature",1.4,-5.1,8,882,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RR2B","MAWC.RR2B","peat","deep","peat_deep",263,"Rob Roy Reservoir",NA,41.229141,-106.2694,2916,"",19,21,11.88,"system water temperature",1.4,-5.1,8,882,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RR3A","MAWC.RR3A","peat","surface","peat_surface",264,"Rob Roy Reservoir",NA,41.229141,-106.2694,2916,"",3,5,11.88,"system water temperature",1.4,-5.1,8,882,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RR3B","MAWC.RR3B","peat","deep","peat_deep",265,"Rob Roy Reservoir",NA,41.229141,-106.2694,2916,"",11,13,11.88,"system water temperature",1.4,-5.1,8,882,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.RR4B","MAWC.RR4B","peat","deep","peat_deep",266,"Rob Roy Reservoir",NA,41.229141,-106.2694,2916,"",5,7,11.88,"system water temperature",1.4,-5.1,8,882,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG1A","MAWC.SG1A","peat","surface","peat_surface",267,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",3,5,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG1B","MAWC.SG1B","peat","deep","peat_deep",268,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",21,23,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG2A","MAWC.SG2A","peat","surface","peat_surface",269,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",3,5,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG2B","MAWC.SG2B","peat","deep","peat_deep",270,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",20,22,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG3A","MAWC.SG3A","peat","surface","peat_surface",271,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",3,5,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG3B","MAWC.SG3B","peat","deep","peat_deep",272,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",22,24,6.2,"system water temperature",2.2,-5.2,10,530,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"MAWC.SG4A","MAWC.SG4A","peat","surface","peat_surface",273,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",3,5,6.2,"system water temperature",2.2,-5.2,10,530,"",NA,NA,NA,NA
"MAWC.SG4B","MAWC.SG4B","peat","deep","peat_deep",274,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",15,17,6.2,"system water temperature",2.2,-5.2,10,530,"",NA,NA,NA,NA
"MAWC.SG5A","MAWC.SG5A","peat","surface","peat_surface",275,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",3,5,6.2,"system water temperature",2.2,-5.2,10,530,"",NA,NA,NA,NA
"MAWC.SG5B","MAWC.SG5B","peat","deep","peat_deep",276,"Slumgullion",NA,37.988019,-107.25227,3104,"see about alt route for driving here",17,19,6.2,"system water temperature",2.2,-5.2,10,530,"",NA,NA,NA,NA
"MAWC.SK1B","MAWC.SK1B","peat","deep","peat_deep",277,"Skyway Pass fen",NA,39.040479,-108.06672,3226,"",5,7,11.33,"system water temperature",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.SK2B","MAWC.SK2B","peat","deep","peat_deep",278,"Skyway Pass fen",NA,39.040479,-108.06672,3226,"",5,7,11.33,"system water temperature",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.SK3B","MAWC.SK3B","peat","deep","peat_deep",279,"Skyway Pass fen",NA,39.040479,-108.06672,3226,"",5,7,11.33,"system water temperature",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.SK4B","MAWC.SK4B","peat","deep","peat_deep",280,"Skyway Pass fen",NA,39.040479,-108.06672,3226,"",5,7,11.33,"system water temperature",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.SL1A","MAWC.SL1A","peat","surface","peat_surface",281,"Sand Lake",NA,41.342148,-106.16685,2731,"",3,5,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL1B","MAWC.SL1B","peat","deep","peat_deep",282,"Sand Lake",NA,41.342148,-106.16685,2731,"",12,14,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL2A","MAWC.SL2A","peat","surface","peat_surface",283,"Sand Lake",NA,41.342148,-106.16685,2731,"",3,5,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL2B","MAWC.SL2B","peat","deep","peat_deep",284,"Sand Lake",NA,41.342148,-106.16685,2731,"",12,14,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL3A","MAWC.SL3A","peat","surface","peat_surface",285,"Sand Lake",NA,41.342148,-106.16685,2731,"",3,5,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL3B","MAWC.SL3B","peat","deep","peat_deep",286,"Sand Lake",NA,41.342148,-106.16685,2731,"",11,13,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL4A","MAWC.SL4A","peat","surface","peat_surface",287,"Sand Lake",NA,41.342148,-106.16685,2731,"",3,5,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SL4B","MAWC.SL4B","peat","deep","peat_deep",288,"Sand Lake",NA,41.342148,-106.16685,2731,"",12,14,19.89,"system water temperature",2.5,-4.4,9,563,"",NA,NA,NA,NA
"MAWC.SM1A","MAWC.SM1A","peat","surface","peat_surface",289,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",3,5,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SM1B","MAWC.SM1B","peat","deep","peat_deep",290,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",22,24,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SM2B","MAWC.SM2B","peat","deep","peat_deep",291,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",5,7,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SM3B","MAWC.SM3B","peat","deep","peat_deep",292,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",5,7,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SM4A","MAWC.SM4A","peat","surface","peat_surface",293,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",3,5,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SM4B","MAWC.SM4B","peat","deep","peat_deep",294,"Sheep Mountain",NA,41.18532,-106.02869,2785,"",12,14,13.26,"system water temperature",2.3,-4.2,9,547,"",NA,NA,NA,NA
"MAWC.SW1A","MAWC.SW1A","peat","surface","peat_surface",295,"Skyway",NA,39.040686,-108.06669,3226,"sample fens on the north side of skyway, see notes in notebook about campground",3,5,NA,"",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.SW1B","MAWC.SW1B","peat","deep","peat_deep",296,"Skyway",NA,39.040686,-108.06669,3226,"sample fens on the north side of skyway, see notes in notebook about campground",69,71,NA,"",1.2,-4.9,7,1002,"",NA,NA,NA,NA
"MAWC.TF1A","MAWC.TF1A","peat","surface","peat_surface",297,"Twin fen",NA,41.236335,-106.28286,2963,"",3,5,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF1B","MAWC.TF1B","peat","deep","peat_deep",298,"Twin fen",NA,41.236335,-106.28286,2963,"",5,7,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF2B","MAWC.TF2B","peat","deep","peat_deep",299,"Twin fen",NA,41.236335,-106.28286,2963,"",5,7,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF3A","MAWC.TF3A","peat","surface","peat_surface",300,"Twin fen",NA,41.236335,-106.28286,2963,"",3,5,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF3B","MAWC.TF3B","peat","deep","peat_deep",301,"Twin fen",NA,41.236335,-106.28286,2963,"",13,15,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF4A","MAWC.TF4A","peat","surface","peat_surface",302,"Twin fen",NA,41.236335,-106.28286,2963,"",3,5,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TF4B","MAWC.TF4B","peat","deep","peat_deep",303,"Twin fen",NA,41.236335,-106.28286,2963,"",13,15,15,"system water temperature",1.2,-5.2,8,918,"",NA,NA,NA,NA
"MAWC.TL1A","MAWC.TL1A","peat","surface","peat_surface",304,"Trout Lake",NA,37.815778,-107.89271,3072,"",3,5,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL1B","MAWC.TL1B","peat","deep","peat_deep",305,"Trout Lake",NA,37.815778,-107.89271,3072,"",40,42,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL2A","MAWC.TL2A","peat","surface","peat_surface",306,"Trout Lake",NA,37.815778,-107.89271,3072,"",3,5,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL2B","MAWC.TL2B","peat","deep","peat_deep",307,"Trout Lake",NA,37.815778,-107.89271,3072,"",89,91,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL3A","MAWC.TL3A","peat","surface","peat_surface",308,"Trout Lake",NA,37.815778,-107.89271,3072,"",3,5,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL3B","MAWC.TL3B","peat","deep","peat_deep",309,"Trout Lake",NA,37.815778,-107.89271,3072,"",76,78,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL4A","MAWC.TL4A","peat","surface","peat_surface",310,"Trout Lake",NA,37.815778,-107.89271,3072,"",3,5,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL4B","MAWC.TL4B","peat","deep","peat_deep",311,"Trout Lake",NA,37.815778,-107.89271,3072,"",55,57,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL5A","MAWC.TL5A","peat","surface","peat_surface",312,"Trout Lake",NA,37.815778,-107.89271,3072,"",3,5,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TL5B","MAWC.TL5B","peat","deep","peat_deep",313,"Trout Lake",NA,37.815778,-107.89271,3072,"",18,19,8.37,"system water temperature",2.4,-5.6,10,766,"",NA,NA,NA,NA
"MAWC.TP1A","MAWC.TP1A","peat","surface","peat_surface",314,"Taylor Park",NA,38.904662,-106.57849,2924,"",2,4,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP1B","MAWC.TP1B","peat","deep","peat_deep",315,"Taylor Park",NA,38.904662,-106.57849,2924,"",10,12,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP2A","MAWC.TP2A","peat","surface","peat_surface",316,"Taylor Park",NA,38.904662,-106.57849,2924,"",3,5,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP2B","MAWC.TP2B","peat","deep","peat_deep",317,"Taylor Park",NA,38.904662,-106.57849,2924,"",42,44,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP3A","MAWC.TP3A","peat","surface","peat_surface",318,"Taylor Park",NA,38.904662,-106.57849,2924,"",3,5,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP3B","MAWC.TP3B","peat","deep","peat_deep",319,"Taylor Park",NA,38.904662,-106.57849,2924,"",41,43,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TP4B","MAWC.TP4B","peat","deep","peat_deep",320,"Taylor Park",NA,38.904662,-106.57849,2924,"",5,7,15.71,"system water temperature",1.5,-7.2,10,557,"",NA,NA,NA,NA
"MAWC.TX1B","MAWC.TX1B","peat","deep","peat_deep",321,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",15,17,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.TX2B","MAWC.TX2B","peat","deep","peat_deep",322,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",18,20,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.TX3A","MAWC.TX3A","peat","surface","peat_surface",323,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",3,5,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.TX3B","MAWC.TX3B","peat","deep","peat_deep",324,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",17,19,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.TX4A","MAWC.TX4A","peat","surface","peat_surface",325,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",3,5,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.TX4B","MAWC.TX4B","peat","deep","peat_deep",326,"Texas Creek fen",NA,38.863805,-106.45823,3000,"",13,15,12.76,"system water temperature",1.2,-7.3,10,591,"",NA,NA,NA,NA
"MAWC.UP1A","MAWC.UP1A","peat","surface","peat_surface",327,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",3,5,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP1B","MAWC.UP1B","peat","deep","peat_deep",328,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",5,7,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP2A","MAWC.UP2A","peat","surface","peat_surface",329,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",3,5,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP2B","MAWC.UP2B","peat","deep","peat_deep",330,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",3,5,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP3A","MAWC.UP3A","peat","surface","peat_surface",331,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",3,5,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP3B","MAWC.UP3B","peat","deep","peat_deep",332,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",5,7,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.UP4B","MAWC.UP4B","peat","deep","peat_deep",333,"Upper Paintrock Lake fen",NA,44.425979,-107.35242,2914,"",5,7,7.5,"system water temperature",-0.4,-6,5,840,"",NA,NA,NA,NA
"MAWC.WC1A","MAWC.WC1A","peat","surface","peat_surface",334,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",3,5,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC1B","MAWC.WC1B","peat","deep","peat_deep",335,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",23,25,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC2A","MAWC.WC2A","peat","surface","peat_surface",336,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",3,5,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC2B","MAWC.WC2B","peat","deep","peat_deep",337,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",6,8,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC3A","MAWC.WC3A","peat","surface","peat_surface",338,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",3,5,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC3B","MAWC.WC3B","peat","deep","peat_deep",339,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",18,20,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC4A","MAWC.WC4A","peat","surface","peat_surface",340,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",3,5,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WC4B","MAWC.WC4B","peat","deep","peat_deep",341,"Wyoming Complex",NA,44.979559,-109.42155,3238,"",9,11,17.18,"system water temperature",-2.4,-8.3,3,993,"",NA,NA,NA,NA
"MAWC.WG1A_S","MAWC.WG1A_S","peat","surface","peat_surface",342,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",3,5,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
"MAWC.WG1B_S","MAWC.WG1B_S","peat","deep","peat_deep",343,"Wagon Creek fen",NA,43.381299,-110.06779,2695,"",17,19,NA,NA,0.1,-7.8,8,577,"",NA,NA,NA,NA
