sample_id,sample_type,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,top_bottom,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
MAWC.SM4B,peat,294,Sheep Mountain,,41.18532,-106.02869,2785,,12,14,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
MAWC.SW1A,peat,295,Skyway,,39.040686,-108.066685,3226,"sample fens on the north side of skyway, see notes in notebook about campground",3,5,,,,1.2,-4.9,7.3,1002,,,,,
MAWC.SW1B,peat,296,Skyway,,39.040686,-108.066685,3226,"sample fens on the north side of skyway, see notes in notebook about campground",69,71,,,,1.2,-4.9,7.3,1002,,,,,
MAWC.TF1A,peat,297,Twin fen,,41.236335,-106.282863,2963,,3,5,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF1B,peat,298,Twin fen,,41.236335,-106.282863,2963,,5,7,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF2B,peat,299,Twin fen,,41.236335,-106.282863,2963,,5,7,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF3A,peat,300,Twin fen,,41.236335,-106.282863,2963,,3,5,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF3B,peat,301,Twin fen,,41.236335,-106.282863,2963,,13,15,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF4A,peat,302,Twin fen,,41.236335,-106.282863,2963,,3,5,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TF4B,peat,303,Twin fen,,41.236335,-106.282863,2963,,13,15,,15,system water temperature,1.2,-5.2,7.6,918,,,,,
MAWC.TL1A,peat,304,Trout Lake,,37.815778,-107.892713,3072,,3,5,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL1B,peat,305,Trout Lake,,37.815778,-107.892713,3072,,40,42,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL2A,peat,306,Trout Lake,,37.815778,-107.892713,3072,,3,5,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL2B,peat,307,Trout Lake,,37.815778,-107.892713,3072,,89,91,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL3A,peat,308,Trout Lake,,37.815778,-107.892713,3072,,3,5,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL3B,peat,309,Trout Lake,,37.815778,-107.892713,3072,,76,78,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL4A,peat,310,Trout Lake,,37.815778,-107.892713,3072,,3,5,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL4B,peat,311,Trout Lake,,37.815778,-107.892713,3072,,55,57,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL5A,peat,312,Trout Lake,,37.815778,-107.892713,3072,,3,5,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TL5B,peat,313,Trout Lake,,37.815778,-107.892713,3072,,18,19,,8.37,system water temperature,2.4,-5.6,10.4,766,,,,,
MAWC.TP1A,peat,314,Taylor Park,,38.904662,-106.578491,2924,,2,4,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP1B,peat,315,Taylor Park,,38.904662,-106.578491,2924,,10,12,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP2A,peat,316,Taylor Park,,38.904662,-106.578491,2924,,3,5,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP2B,peat,317,Taylor Park,,38.904662,-106.578491,2924,,42,44,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP3A,peat,318,Taylor Park,,38.904662,-106.578491,2924,,3,5,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP3B,peat,319,Taylor Park,,38.904662,-106.578491,2924,,41,43,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TP4B,peat,320,Taylor Park,,38.904662,-106.578491,2924,,5,7,,15.71,system water temperature,1.5,-7.2,10.2,557,,,,,
MAWC.TX1B,peat,321,Texas Creek fen,,38.863805,-106.458229,3000,,15,17,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.TX2B,peat,322,Texas Creek fen,,38.863805,-106.458229,3000,,18,20,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.TX3A,peat,323,Texas Creek fen,,38.863805,-106.458229,3000,,3,5,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.TX3B,peat,324,Texas Creek fen,,38.863805,-106.458229,3000,,17,19,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.TX4A,peat,325,Texas Creek fen,,38.863805,-106.458229,3000,,3,5,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.TX4B,peat,326,Texas Creek fen,,38.863805,-106.458229,3000,,13,15,,12.76,system water temperature,1.2,-7.3,9.7,591,,,,,
MAWC.UP1A,peat,327,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP1B,peat,328,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP2A,peat,329,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP2B,peat,330,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP3A,peat,331,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP3B,peat,332,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.UP4B,peat,333,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,,7.5,system water temperature,-0.4,-6,5.1,840,,,,,
MAWC.WC1A,peat,334,Wyoming Complex,,44.979559,-109.421553,3238,,3,5,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC1B,peat,335,Wyoming Complex,,44.979559,-109.421553,3238,,23,25,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC2A,peat,336,Wyoming Complex,,44.979559,-109.421553,3238,,3,5,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC2B,peat,337,Wyoming Complex,,44.979559,-109.421553,3238,,6,8,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC3A,peat,338,Wyoming Complex,,44.979559,-109.421553,3238,,3,5,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC3B,peat,339,Wyoming Complex,,44.979559,-109.421553,3238,,18,20,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC4A,peat,340,Wyoming Complex,,44.979559,-109.421553,3238,,3,5,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WC4B,peat,341,Wyoming Complex,,44.979559,-109.421553,3238,,9,11,,17.18,system water temperature,-2.4,-8.3,3.4,993,,,,,
MAWC.WG1A_S,peat,342,Wagon Creek fen,,43.381299,-110.0677915,2695,,3,5,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG1B_S,peat,343,Wagon Creek fen,,43.381299,-110.0677915,2695,,17,19,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG2A_S,peat,344,Wagon Creek fen,,43.381299,-110.0677915,2695,,3,5,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG2B_S,peat,345,Wagon Creek fen,,43.381299,-110.0677915,2695,,8,10,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG3A_S,peat,346,Wagon Creek fen,,43.381299,-110.0677915,2695,,3,5,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG3B_S,peat,347,Wagon Creek fen,,43.381299,-110.0677915,2695,,18,20,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG4A_S,peat,348,Wagon Creek fen,,43.381299,-110.0677915,2695,,3,5,,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG4B_S,peat,349,Wagon Creek fen,,43.381299,-110.0677915,2695,,15,17,,NA,NA,0.1,-7.8,8,577,,,,,
Calder.33_1_4_DNA,sediment,1,Lake Marie,,41.334836,-106.325295,3201,NA,4,5,,10,lake bottom water temperature,-0.5,-6.4,5.3,1196.61,PRISM 1991-2020 800-m,,,,
Calder.34_1_0_DNA,sediment,2,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",0,1,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_16_DNA,sediment,3,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",16,17,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_18_DNA,sediment,4,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",18,19,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_2_DNA,sediment,5,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",2,3,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_20_DNA,sediment,6,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",20,21,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_4_DNA,sediment,7,Lewis,,41.358206,-106.296144,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",4,5,,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.35_1_0_DNA,sediment,8,West Glacier,,41.377268,-106.258944,3224,NA,0,1,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_1_2_DNA,sediment,9,West Glacier,,41.377268,-106.258944,3224,NA,2,3,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_1_4_DNA,sediment,10,West Glacier,,41.377268,-106.258944,3224,NA,4,5,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_0_DNA,sediment,11,West Glacier,,41.377268,-106.258944,3224,NA,0,1,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_2_DNA,sediment,12,West Glacier,,41.377268,-106.258944,3224,NA,2,3,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_4_DNA,sediment,13,West Glacier,,41.377268,-106.258944,3224,NA,4,5,,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.36_1_0_DNA,sediment,14,Dunchi,,44.609451,-107.291392,2566,NA,0,1,,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_18_DNA,sediment,15,Dunchi,,44.609451,-107.291392,2566,NA,18,19,,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_2_DNA,sediment,16,Dunchi,,44.609451,-107.291392,2566,NA,2,3,,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_20_DNA,sediment,17,Dunchi,,44.609451,-107.291392,2566,NA,20,21,,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_4_DNA,sediment,18,Dunchi,,44.609451,-107.291392,2566,NA,4,5,,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.37_1_0_DNA,sediment,19,Duck,,44.608447,-107.294881,2571,NA,0,1,,6,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.37_1_4_DNA,sediment,20,Duck,,44.608447,-107.294881,2571,NA,4,5,,6,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.39_1_16_DNA,sediment,21,Bear,,44.221848,-107.235191,3224,NA,16,17,,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_2_DNA,sediment,22,Bear,,44.221848,-107.235191,3224,NA,2,3,,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_20_DNA,sediment,23,Bear,,44.221848,-107.235191,3224,NA,20,21,,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_4_DNA,sediment,24,Bear,,44.221848,-107.235191,3224,NA,4,5,,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.40_1_0_DNA,sediment,25,Round,,44.406651,-107.431694,2605,NA,0,1,,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_2_DNA,sediment,26,Round,,44.406651,-107.431694,2605,NA,2,3,,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_20_DNA,sediment,27,Round,,44.406651,-107.431694,2605,NA,20,21,,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_4_DNA,sediment,28,Round,,44.406651,-107.431694,2605,NA,4,5,,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.41_1_0_DNA,sediment,29,Lower Paint Rock,,44.39197,-107.381947,2790,NA,0,1,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_16_DNA,sediment,30,Lower Paint Rock,,44.39197,-107.381947,2790,NA,16,17,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_18_DNA,sediment,31,Lower Paint Rock,,44.39197,-107.381947,2790,NA,18,19,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_2_DNA,sediment,32,Lower Paint Rock,,44.39197,-107.381947,2790,NA,2,3,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_20_DNA,sediment,33,Lower Paint Rock,,44.39197,-107.381947,2790,NA,20,21,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_4_DNA,sediment,34,Lower Paint Rock,,44.39197,-107.381947,2790,NA,4,5,,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.42_1_0_DNA,sediment,35,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,0,1,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_16_DNA,sediment,36,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,16,17,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_18_DNA,sediment,37,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,18,19,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_2_DNA,sediment,38,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,2,3,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_20_DNA,sediment,39,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,20,21,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_4_DNA,sediment,40,Upper Medicine Lodge,,44.401685,-107.388783,2676,NA,4,5,,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.43_1_0_DNA,sediment,41,Swamp,,44.837838,-109.604103,2032,NA,0,1,,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.43_1_2_DNA,sediment,42,Swamp,,44.837838,-109.604103,2032,NA,2,3,,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.43_1_4_DNA,sediment,43,Swamp,,44.837838,-109.604103,2032,NA,4,5,,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.44_1_0_DNA,sediment,44,HWY lake 1,,44.856557,-109.540873,2038,NA,0,1,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_16_DNA,sediment,45,HWY lake 1,,44.856557,-109.540873,2038,NA,16,17,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_18_DNA,sediment,46,HWY lake 1,,44.856557,-109.540873,2038,NA,18,19,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_2_DNA,sediment,47,HWY lake 1,,44.856557,-109.540873,2038,NA,2,3,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_20_DNA,sediment,48,HWY lake 1,,44.856557,-109.540873,2038,NA,20,21,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_4_DNA,sediment,49,HWY lake 1,,44.856557,-109.540873,2038,NA,4,5,,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.45_1_0_DNA,sediment,50,Lily,,44.94613,-109.715842,2337,NA,0,1,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_16_DNA,sediment,51,Lily,,44.94613,-109.715842,2337,NA,16,17,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_18_DNA,sediment,52,Lily,,44.94613,-109.715842,2337,NA,18,19,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_2_DNA,sediment,53,Lily,,44.94613,-109.715842,2337,NA,2,3,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_20_DNA,sediment,54,Lily,,44.94613,-109.715842,2337,NA,20,21,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_4_DNA,sediment,55,Lily,,44.94613,-109.715842,2337,NA,4,5,,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.46_1_0_DNA,sediment,56,Island,,44.945159,-109.539369,2907,NA,0,1,,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_16_DNA,sediment,57,Island,,44.945159,-109.539369,2907,NA,16,17,,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_18_DNA,sediment,58,Island,,44.945159,-109.539369,2907,NA,18,19,,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_2_DNA,sediment,59,Island,,44.945159,-109.539369,2907,NA,2,3,,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_4_DNA,sediment,60,Island,,44.945159,-109.539369,2907,NA,4,5,,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.47_1_16_DNA,sediment,61,Beartooth,,44.945147,-109.592063,2708,NA,16,17,,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_18_DNA,sediment,62,Beartooth,,44.945147,-109.592063,2708,NA,18,19,,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_2_DNA,sediment,63,Beartooth,,44.945147,-109.592063,2708,NA,2,3,,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_20_DNA,sediment,64,Beartooth,,44.945147,-109.592063,2708,NA,20,21,,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.47_1_4_DNA,sediment,65,Beartooth,,44.945147,-109.592063,2708,NA,4,5,,10,lake bottom water temperature,0.1,-5.9,6.1,892.63,PRISM 1991-2020 800-m,,,,
Calder.48_1_0_DNA,sediment,66,Fiddlers,,42.631122,-108.8788,2832,NA,0,1,,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_16_DNA,sediment,67,Fiddlers,,42.631122,-108.8788,2832,NA,16,17,,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_2_DNA,sediment,68,Fiddlers,,42.631122,-108.8788,2832,NA,2,3,,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.48_1_4_DNA,sediment,69,Fiddlers,,42.631122,-108.8788,2832,NA,4,5,,1,lake bottom water temperature,1.4,-5.1,7.9,738.05,PRISM 1991-2020 800-m,,,,
Calder.49_1_0_DNA,sediment,70,Lake 49,,42.616497,-108.868343,2804,NA,0,1,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_16_DNA,sediment,71,Lake 49,,42.616497,-108.868343,2804,NA,16,17,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_18_DNA,sediment,72,Lake 49,,42.616497,-108.868343,2804,NA,18,19,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_2_DNA,sediment,73,Lake 49,,42.616497,-108.868343,2804,NA,2,3,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_20_DNA,sediment,74,Lake 49,,42.616497,-108.868343,2804,NA,20,21,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.49_1_4_DNA,sediment,75,Lake 49,,42.616497,-108.868343,2804,NA,4,5,,5,lake bottom water temperature,1.6,-5.4,8.6,695.14,PRISM 1991-2020 800-m,,,,
Calder.50_1_0_DNA,sediment,76,Lake 50,,42.663661,-109.266632,2767,NA,0,1,,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.50_1_4_DNA,sediment,77,Lake 50,,42.663661,-109.266632,2767,NA,4,5,,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_0_DNA,sediment,78,Lake 51,,42.662664,-109.265617,2778,NA,0,1,,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_2_DNA,sediment,79,Lake 51,,42.662664,-109.265617,2778,NA,2,3,,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.51_1_4_DNA,sediment,80,Lake 51,,42.662664,-109.265617,2778,NA,4,5,,1,lake bottom water temperature,0.9,-6.5,8.2,614.19,PRISM 1991-2020 800-m,,,,
Calder.52_1_16_DNA,sediment,81,Mud,,42.6833944,-109.279767,2770,NA,16,17,,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_18_DNA,sediment,82,Mud,,42.6833944,-109.279767,2770,NA,18,19,,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_2_DNA,sediment,83,Mud,,42.6833944,-109.279767,2770,NA,2,3,,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.52_1_4_DNA,sediment,84,Mud,,42.6833944,-109.279767,2770,NA,4,5,,3,lake bottom water temperature,0.8,-6.5,8.1,618.85,PRISM 1991-2020 800-m,,,,
Calder.BL0100L,sediment,85,Brooklyn Lake,,41.372,-106.25,3216,NA,0,1,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0102L,sediment,86,Brooklyn Lake,,41.372,-106.25,3216,NA,2,3,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0104L,sediment,87,Brooklyn Lake,,41.372,-106.25,3216,NA,4,5,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0120L,sediment,88,Brooklyn Lake,,41.372,-106.25,3216,NA,20,21,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
Calder.BL0216L,sediment,89,Brooklyn Lake,,41.372,-106.25,3216,"it was clear drive 1 was 38 ft so 11.6 meters, but drive 2 wasn't listed, might have been where the water samples were taken, so 10, but JVE unsure. We could look at waypoints of 2017 data if John had them to see if it is either 10 or 11, but I think we should just use max lake depth during analyses.",16,17,,10,lake bottom water temperature,-0.6,-6.5,5.2,1049.37,PRISM 1991-2020 800-m,,,,
