sample_id,sample_type,surface_or_deep,sample_type_depth,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
MAWC.SG2B,peat,deep,peat_deep,270,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,20,22,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
MAWC.SG3A,peat,surface,peat_surface,271,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,3,5,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
MAWC.SG3B,peat,deep,peat_deep,272,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,22,24,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
MAWC.SG4A,peat,surface,peat_surface,273,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,3,5,6.2,system water temperature,2.2,-5.2,10,530,,,,,
MAWC.SG4B,peat,deep,peat_deep,274,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,15,17,6.2,system water temperature,2.2,-5.2,10,530,,,,,
MAWC.SG5A,peat,surface,peat_surface,275,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,3,5,6.2,system water temperature,2.2,-5.2,10,530,,,,,
MAWC.SG5B,peat,deep,peat_deep,276,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,17,19,6.2,system water temperature,2.2,-5.2,10,530,,,,,
MAWC.SK1B,peat,deep,peat_deep,277,Skyway Pass fen,,39.040479,-108.06672,3226,,5,7,11.33,system water temperature,1.2,-4.9,7,1002,,,,,
MAWC.SK2B,peat,deep,peat_deep,278,Skyway Pass fen,,39.040479,-108.06672,3226,,5,7,11.33,system water temperature,1.2,-4.9,7,1002,,,,,
MAWC.SK3B,peat,deep,peat_deep,279,Skyway Pass fen,,39.040479,-108.06672,3226,,5,7,11.33,system water temperature,1.2,-4.9,7,1002,,,,,
MAWC.SK4B,peat,deep,peat_deep,280,Skyway Pass fen,,39.040479,-108.06672,3226,,5,7,11.33,system water temperature,1.2,-4.9,7,1002,,,,,
MAWC.SL1A,peat,surface,peat_surface,281,Sand Lake,,41.342148,-106.16685,2731,,3,5,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL1B,peat,deep,peat_deep,282,Sand Lake,,41.342148,-106.16685,2731,,12,14,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL2A,peat,surface,peat_surface,283,Sand Lake,,41.342148,-106.16685,2731,,3,5,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL2B,peat,deep,peat_deep,284,Sand Lake,,41.342148,-106.16685,2731,,12,14,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL3A,peat,surface,peat_surface,285,Sand Lake,,41.342148,-106.16685,2731,,3,5,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL3B,peat,deep,peat_deep,286,Sand Lake,,41.342148,-106.16685,2731,,11,13,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL4A,peat,surface,peat_surface,287,Sand Lake,,41.342148,-106.16685,2731,,3,5,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SL4B,peat,deep,peat_deep,288,Sand Lake,,41.342148,-106.16685,2731,,12,14,19.89,system water temperature,2.5,-4.4,9,563,,,,,
MAWC.SM1A,peat,surface,peat_surface,289,Sheep Mountain,,41.18532,-106.02869,2785,,3,5,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SM1B,peat,deep,peat_deep,290,Sheep Mountain,,41.18532,-106.02869,2785,,22,24,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SM2B,peat,deep,peat_deep,291,Sheep Mountain,,41.18532,-106.02869,2785,,5,7,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SM3B,peat,deep,peat_deep,292,Sheep Mountain,,41.18532,-106.02869,2785,,5,7,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SM4A,peat,surface,peat_surface,293,Sheep Mountain,,41.18532,-106.02869,2785,,3,5,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SM4B,peat,deep,peat_deep,294,Sheep Mountain,,41.18532,-106.02869,2785,,12,14,13.26,system water temperature,2.3,-4.2,9,547,,,,,
MAWC.SW1A,peat,surface,peat_surface,295,Skyway,,39.040686,-108.06669,3226,"sample fens on the north side of skyway, see notes in notebook about campground",3,5,,,1.2,-4.9,7,1002,,,,,
MAWC.SW1B,peat,deep,peat_deep,296,Skyway,,39.040686,-108.06669,3226,"sample fens on the north side of skyway, see notes in notebook about campground",69,71,,,1.2,-4.9,7,1002,,,,,
MAWC.TF1A,peat,surface,peat_surface,297,Twin fen,,41.236335,-106.28286,2963,,3,5,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF1B,peat,deep,peat_deep,298,Twin fen,,41.236335,-106.28286,2963,,5,7,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF2B,peat,deep,peat_deep,299,Twin fen,,41.236335,-106.28286,2963,,5,7,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF3A,peat,surface,peat_surface,300,Twin fen,,41.236335,-106.28286,2963,,3,5,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF3B,peat,deep,peat_deep,301,Twin fen,,41.236335,-106.28286,2963,,13,15,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF4A,peat,surface,peat_surface,302,Twin fen,,41.236335,-106.28286,2963,,3,5,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TF4B,peat,deep,peat_deep,303,Twin fen,,41.236335,-106.28286,2963,,13,15,15,system water temperature,1.2,-5.2,8,918,,,,,
MAWC.TL1A,peat,surface,peat_surface,304,Trout Lake,,37.815778,-107.89271,3072,,3,5,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL1B,peat,deep,peat_deep,305,Trout Lake,,37.815778,-107.89271,3072,,40,42,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL2A,peat,surface,peat_surface,306,Trout Lake,,37.815778,-107.89271,3072,,3,5,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL2B,peat,deep,peat_deep,307,Trout Lake,,37.815778,-107.89271,3072,,89,91,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL3A,peat,surface,peat_surface,308,Trout Lake,,37.815778,-107.89271,3072,,3,5,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL3B,peat,deep,peat_deep,309,Trout Lake,,37.815778,-107.89271,3072,,76,78,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL4A,peat,surface,peat_surface,310,Trout Lake,,37.815778,-107.89271,3072,,3,5,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL4B,peat,deep,peat_deep,311,Trout Lake,,37.815778,-107.89271,3072,,55,57,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL5A,peat,surface,peat_surface,312,Trout Lake,,37.815778,-107.89271,3072,,3,5,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TL5B,peat,deep,peat_deep,313,Trout Lake,,37.815778,-107.89271,3072,,18,19,8.37,system water temperature,2.4,-5.6,10,766,,,,,
MAWC.TP1A,peat,surface,peat_surface,314,Taylor Park,,38.904662,-106.57849,2924,,2,4,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP1B,peat,deep,peat_deep,315,Taylor Park,,38.904662,-106.57849,2924,,10,12,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP2A,peat,surface,peat_surface,316,Taylor Park,,38.904662,-106.57849,2924,,3,5,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP2B,peat,deep,peat_deep,317,Taylor Park,,38.904662,-106.57849,2924,,42,44,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP3A,peat,surface,peat_surface,318,Taylor Park,,38.904662,-106.57849,2924,,3,5,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP3B,peat,deep,peat_deep,319,Taylor Park,,38.904662,-106.57849,2924,,41,43,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TP4B,peat,deep,peat_deep,320,Taylor Park,,38.904662,-106.57849,2924,,5,7,15.71,system water temperature,1.5,-7.2,10,557,,,,,
MAWC.TX1B,peat,deep,peat_deep,321,Texas Creek fen,,38.863805,-106.45823,3000,,15,17,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.TX2B,peat,deep,peat_deep,322,Texas Creek fen,,38.863805,-106.45823,3000,,18,20,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.TX3A,peat,surface,peat_surface,323,Texas Creek fen,,38.863805,-106.45823,3000,,3,5,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.TX3B,peat,deep,peat_deep,324,Texas Creek fen,,38.863805,-106.45823,3000,,17,19,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.TX4A,peat,surface,peat_surface,325,Texas Creek fen,,38.863805,-106.45823,3000,,3,5,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.TX4B,peat,deep,peat_deep,326,Texas Creek fen,,38.863805,-106.45823,3000,,13,15,12.76,system water temperature,1.2,-7.3,10,591,,,,,
MAWC.UP1A,peat,surface,peat_surface,327,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP1B,peat,deep,peat_deep,328,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP2A,peat,surface,peat_surface,329,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP2B,peat,deep,peat_deep,330,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP3A,peat,surface,peat_surface,331,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,3,5,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP3B,peat,deep,peat_deep,332,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.UP4B,peat,deep,peat_deep,333,Upper Paintrock Lake fen,,44.425979,-107.35242,2914,,5,7,7.5,system water temperature,-0.4,-6,5,840,,,,,
MAWC.WC1A,peat,surface,peat_surface,334,Wyoming Complex,,44.979559,-109.42155,3238,,3,5,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC1B,peat,deep,peat_deep,335,Wyoming Complex,,44.979559,-109.42155,3238,,23,25,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC2A,peat,surface,peat_surface,336,Wyoming Complex,,44.979559,-109.42155,3238,,3,5,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC2B,peat,deep,peat_deep,337,Wyoming Complex,,44.979559,-109.42155,3238,,6,8,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC3A,peat,surface,peat_surface,338,Wyoming Complex,,44.979559,-109.42155,3238,,3,5,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC3B,peat,deep,peat_deep,339,Wyoming Complex,,44.979559,-109.42155,3238,,18,20,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC4A,peat,surface,peat_surface,340,Wyoming Complex,,44.979559,-109.42155,3238,,3,5,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WC4B,peat,deep,peat_deep,341,Wyoming Complex,,44.979559,-109.42155,3238,,9,11,17.18,system water temperature,-2.4,-8.3,3,993,,,,,
MAWC.WG1A_S,peat,surface,peat_surface,342,Wagon Creek fen,,43.381299,-110.06779,2695,,3,5,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG1B_S,peat,deep,peat_deep,343,Wagon Creek fen,,43.381299,-110.06779,2695,,17,19,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG2A_S,peat,surface,peat_surface,344,Wagon Creek fen,,43.381299,-110.06779,2695,,3,5,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG2B_S,peat,deep,peat_deep,345,Wagon Creek fen,,43.381299,-110.06779,2695,,8,10,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG3A_S,peat,surface,peat_surface,346,Wagon Creek fen,,43.381299,-110.06779,2695,,3,5,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG3B_S,peat,deep,peat_deep,347,Wagon Creek fen,,43.381299,-110.06779,2695,,18,20,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG4A_S,peat,surface,peat_surface,348,Wagon Creek fen,,43.381299,-110.06779,2695,,3,5,NA,NA,0.1,-7.8,8,577,,,,,
MAWC.WG4B_S,peat,deep,peat_deep,349,Wagon Creek fen,,43.381299,-110.06779,2695,,15,17,NA,NA,0.1,-7.8,8,577,,,,,
Calder.33_1_4_DNA,sediment,surface,sediment_surface,1,Lake Marie,,41.334836,-106.3253,3201,NA,4,6,10,lake bottom water temperature,-0.5,-6.4,5.3,1196.61,PRISM 1991-2020 800-m,,,,
Calder.34_1_0_DNA,sediment,surface,sediment_surface,2,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",0,2,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_16_DNA,sediment,deep,sediment_deep,3,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",16,18,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_18_DNA,sediment,deep,sediment_deep,4,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",18,20,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_2_DNA,sediment,surface,sediment_surface,5,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",2,4,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_20_DNA,sediment,deep,sediment_deep,6,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",20,22,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.34_1_4_DNA,sediment,surface,sediment_surface,7,Lewis,,41.358206,-106.29614,3278,"There are two entries for this lake in the notebook. On one page, the notebook says 31 feet :11 meters, which is not the case. 31 feet is 9.4488 meters but then the water depth goes down to 10 meters. JVE - I have changed this lake's max depth to 10 meters, especially since the first time they sampled this lake the depth was 9.9m so 10m seems reasonable. Coring depth needs to be decided still (JVE on 9/24/2021)",4,6,7,lake bottom water temperature,-1,-6.9,4.9,1221.79,PRISM 1991-2020 800-m,,,,
Calder.35_1_0_DNA,sediment,surface,sediment_surface,8,West Glacier,,41.377268,-106.25894,3224,NA,0,2,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_1_2_DNA,sediment,surface,sediment_surface,9,West Glacier,,41.377268,-106.25894,3224,NA,2,4,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_1_4_DNA,sediment,surface,sediment_surface,10,West Glacier,,41.377268,-106.25894,3224,NA,4,6,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_0_DNA,sediment,surface,sediment_surface,11,West Glacier,,41.377268,-106.25894,3224,NA,0,2,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_2_DNA,sediment,surface,sediment_surface,12,West Glacier,,41.377268,-106.25894,3224,NA,2,4,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.35_2_4_DNA,sediment,surface,sediment_surface,13,West Glacier,,41.377268,-106.25894,3224,NA,4,6,9,lake bottom water temperature,-0.8,-6.7,5,1093.3,PRISM 1991-2020 800-m,,,,
Calder.36_1_0_DNA,sediment,surface,sediment_surface,14,Dunchi,,44.609451,-107.29139,2566,NA,0,2,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_18_DNA,sediment,deep,sediment_deep,15,Dunchi,,44.609451,-107.29139,2566,NA,18,20,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_2_DNA,sediment,surface,sediment_surface,16,Dunchi,,44.609451,-107.29139,2566,NA,2,4,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_20_DNA,sediment,deep,sediment_deep,17,Dunchi,,44.609451,-107.29139,2566,NA,20,22,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.36_1_4_DNA,sediment,surface,sediment_surface,18,Dunchi,,44.609451,-107.29139,2566,NA,4,6,4,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.37_1_0_DNA,sediment,surface,sediment_surface,19,Duck,,44.608447,-107.29488,2571,NA,0,2,6,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.37_1_4_DNA,sediment,surface,sediment_surface,20,Duck,,44.608447,-107.29488,2571,NA,4,6,6,lake bottom water temperature,1.9,-4,7.8,666.44,PRISM 1991-2020 800-m,,,,
Calder.39_1_16_DNA,sediment,deep,sediment_deep,21,Bear,,44.221848,-107.23519,3224,NA,16,18,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_2_DNA,sediment,surface,sediment_surface,22,Bear,,44.221848,-107.23519,3224,NA,2,4,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_20_DNA,sediment,deep,sediment_deep,23,Bear,,44.221848,-107.23519,3224,NA,20,22,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.39_1_4_DNA,sediment,surface,sediment_surface,24,Bear,,44.221848,-107.23519,3224,NA,4,6,1,lake bottom water temperature,1.6,-4.3,7.6,654.82,PRISM 1991-2020 800-m,,,,
Calder.40_1_0_DNA,sediment,surface,sediment_surface,25,Round,,44.406651,-107.43169,2605,NA,0,2,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_2_DNA,sediment,surface,sediment_surface,26,Round,,44.406651,-107.43169,2605,NA,2,4,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_20_DNA,sediment,deep,sediment_deep,27,Round,,44.406651,-107.43169,2605,NA,20,22,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.40_1_4_DNA,sediment,surface,sediment_surface,28,Round,,44.406651,-107.43169,2605,NA,4,6,1,lake bottom water temperature,1.4,-4.1,6.8,686.77,PRISM 1991-2020 800-m,,,,
Calder.41_1_0_DNA,sediment,surface,sediment_surface,29,Lower Paint Rock,,44.39197,-107.38195,2790,NA,0,2,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_16_DNA,sediment,deep,sediment_deep,30,Lower Paint Rock,,44.39197,-107.38195,2790,NA,16,18,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_18_DNA,sediment,deep,sediment_deep,31,Lower Paint Rock,,44.39197,-107.38195,2790,NA,18,20,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_2_DNA,sediment,surface,sediment_surface,32,Lower Paint Rock,,44.39197,-107.38195,2790,NA,2,4,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_20_DNA,sediment,deep,sediment_deep,33,Lower Paint Rock,,44.39197,-107.38195,2790,NA,20,22,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.41_1_4_DNA,sediment,surface,sediment_surface,34,Lower Paint Rock,,44.39197,-107.38195,2790,NA,4,6,6,lake bottom water temperature,0.5,-5.1,6.1,764.38,PRISM 1991-2020 800-m,,,,
Calder.42_1_0_DNA,sediment,surface,sediment_surface,35,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,0,2,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_16_DNA,sediment,deep,sediment_deep,36,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,16,18,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_18_DNA,sediment,deep,sediment_deep,37,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,18,20,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_2_DNA,sediment,surface,sediment_surface,38,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,2,4,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_20_DNA,sediment,deep,sediment_deep,39,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,20,22,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.42_1_4_DNA,sediment,surface,sediment_surface,40,Upper Medicine Lodge,,44.401685,-107.38878,2676,NA,4,6,5,lake bottom water temperature,0.3,-5.2,5.9,761.57,PRISM 1991-2020 800-m,,,,
Calder.43_1_0_DNA,sediment,surface,sediment_surface,41,Swamp,,44.837838,-109.6041,2032,NA,0,2,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.43_1_2_DNA,sediment,surface,sediment_surface,42,Swamp,,44.837838,-109.6041,2032,NA,2,4,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.43_1_4_DNA,sediment,surface,sediment_surface,43,Swamp,,44.837838,-109.6041,2032,NA,4,6,6,lake bottom water temperature,3.8,-3.4,11,447.49,PRISM 1991-2020 800-m,,,,
Calder.44_1_0_DNA,sediment,surface,sediment_surface,44,HWY lake 1,,44.856557,-109.54087,2038,NA,0,2,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_16_DNA,sediment,deep,sediment_deep,45,HWY lake 1,,44.856557,-109.54087,2038,NA,16,18,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_18_DNA,sediment,deep,sediment_deep,46,HWY lake 1,,44.856557,-109.54087,2038,NA,18,20,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_2_DNA,sediment,surface,sediment_surface,47,HWY lake 1,,44.856557,-109.54087,2038,NA,2,4,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_20_DNA,sediment,deep,sediment_deep,48,HWY lake 1,,44.856557,-109.54087,2038,NA,20,22,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.44_1_4_DNA,sediment,surface,sediment_surface,49,HWY lake 1,,44.856557,-109.54087,2038,NA,4,6,5,lake bottom water temperature,3.8,-3,10.7,462.1,PRISM 1991-2020 800-m,,,,
Calder.45_1_0_DNA,sediment,surface,sediment_surface,50,Lily,,44.94613,-109.71584,2337,NA,0,2,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_16_DNA,sediment,deep,sediment_deep,51,Lily,,44.94613,-109.71584,2337,NA,16,18,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_18_DNA,sediment,deep,sediment_deep,52,Lily,,44.94613,-109.71584,2337,NA,18,20,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_2_DNA,sediment,surface,sediment_surface,53,Lily,,44.94613,-109.71584,2337,NA,2,4,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_20_DNA,sediment,deep,sediment_deep,54,Lily,,44.94613,-109.71584,2337,NA,20,22,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.45_1_4_DNA,sediment,surface,sediment_surface,55,Lily,,44.94613,-109.71584,2337,NA,4,6,12,lake bottom water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
Calder.46_1_0_DNA,sediment,surface,sediment_surface,56,Island,,44.945159,-109.53937,2907,NA,0,2,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_16_DNA,sediment,deep,sediment_deep,57,Island,,44.945159,-109.53937,2907,NA,16,18,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_18_DNA,sediment,deep,sediment_deep,58,Island,,44.945159,-109.53937,2907,NA,18,20,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_2_DNA,sediment,surface,sediment_surface,59,Island,,44.945159,-109.53937,2907,NA,2,4,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
Calder.46_1_4_DNA,sediment,surface,sediment_surface,60,Island,,44.945159,-109.53937,2907,NA,4,6,6,lake bottom water temperature,-0.8,-6.8,5.3,990.72,PRISM 1991-2020 800-m,,,,
